<0000> ７月２２日(土)／そら;;;<0000> 22/07 (sam.)/Sora
<0001> 朝。;;;<0001> Le matin.
<0002> 男が上を見ながら歩いていた。;;;<0002> 
<0003> なにを見ているのだろう。;;;<0003> 
<0004> ぼくも彼女の肩の上から見上げてみた。;;;<0004> 
<0005> 一面に広がる空。;;;<0005> 
<0006> 遠い昔に目指していた場所。;;;<0006> 
<0007> ぼくは何を求めていたのだろうか、そこに。;;;<0007> 
<0008> またぼくは悲しくなる…。;;;<0008> 
<0009> どうしてだろうか…わからなかった。;;;<0009> 
<0010> \{男}「観鈴」;;;<0010> Misuzu.
<0011> \{みすず}「ん？」;;;<0011> Hmn ?
<0012> \{男}「おまえに翼はあるか」;;;<0012> T'as des ailes ?
<0013> \{みすず}「翼？」;;;<0013> Des ailes ?
<0014> \{男}「ああ」;;;<0014> Ouais.
<0015> \{みすず}「あるわけないよ」;;;<0015> Bien sûr que je n'en ai pas.
<0016> \{みすず}「あったらいいなとは思うけど」;;;<0016> Mais si j'en avais, ce serait bien, je crois.
<0017> \{男}「だろうな」;;;<0017> Forcément.
<0018> \{みすず}「\m{A}さん、ヘンなの」;;;<0018> \m{A}-san, tu es bizarre.
<0019> 不思議そうな顔をする。;;;<0019> 
<0020> …つばさ。;;;<0020> ... Des ailes.
<0021> みすずに、つばさがあるか。;;;<0021> 
<0022> あるわけがない。;;;<0022> 
<0023> 彼女は鳥ではないから。;;;<0023> 
<0024> でも、何かが引っかかっている…;;;<0024> 
<0025> \{みすず}「ぶいっ」;;;<0025> V !
<0026> 気がつくと、彼女がなにやら喜んでいた。;;;<0026> 
<0027> \{みすず}「帰ったら、いっしょに遊びたいな」;;;<0027> Quand on rentrera, je veux qu'on joue ensemble.
<0028> \{男}「ひとりで遊んでくれ」;;;<0028> Tu joueras toute seule.
<0029> \{みすず}「うーん、じゃあ、補習がんばれない」;;;<0029> Hmm... dans ce cas, je pourrai pas faire de mon mieux au soutien.
<0030> \{男}「勝手なこと言うな。俺は忙しいんだよ」;;;<0030> N'en fais pas qu'à ta tête. J'ai des choses à faire, moi.
<0031> \{みすず}「なんか終わった後に楽しみ欲しいな…」;;;<0031> C'est juste que j'aimerais une raison d'avoir hâte que ça se finisse...
<0032> \{男}「………」;;;<0032> .........
<0033> \{男}「ああ、わかったよ」;;;<0033> Ouais, je comprends.
<0034> \{みすず}「ほんと？」;;;<0034> Pour de vrai ?
<0035> \{男}「ああ」;;;<0035> Ouais.
<0036> \{みすず}「じゃ、補習がんばれる」;;;<0036> Dans ce cas, je vais faire un effort au soutien.
<0037> \{男}「頑張ってこい」;;;<0037> Fais de ton mieux.
<0038> \{みすず}「うん」;;;<0038> Oui.
<0039> \{みすず}「えっと…なにしよっか」;;;<0039> Euh... Qu'est-ce qu'on pourrait faire ?
<0040> \{男}「早くいけっ」;;;<0040> Dépêche-toi !
<0041> 風が強い。;;;<0041> 
<0042> \{みすず}「え？  なんて？」;;;<0042> Hein ? Tu as dit quoi ?
<0043> \{男}「遅刻するぞ、馬鹿」;;;<0043> Tu vas être en retard, idiote.
<0044> \{男}「急げって！」;;;<0044> Magne-toi !
<0045> \{みすず}「…なんて？」;;;<0045> ... Tu as dit quoi ?
<0046> \{男}「もういい。ゆっくり行け」;;;<0046> Peu importe. Prends ton temps.
<0047> \{みすず}「うん。じゃあ、待っててね」;;;<0047> Oui. Alors, attends-moi.
<0048> \{みすず}「そらも、大人しくしてるんだよ」;;;<0048> 
<0049> 彼女は、建物の中へと入っていった。;;;<0049> 
<0050> それを見送って、男もその場を後にした。;;;<0050> 
<0051> ぼくはいつものように、彼女を待つことにした。;;;<0051> 
<0052> 目の前には、食べ物が並ぶ。;;;<0052> 
<0053> ぼくは、彼女の手から食べ物を食べた。;;;<0053> 
<0054> 男もがつがつと音を立てて、食べていた。;;;<0054> 
<0055> \{みすず}「というわけで、食後はトランプっ」;;;<0055> Et maintenant, on passe l'après-midi à jouer aux cartes.
<0056> \{男}「どういうわけだよ」;;;<0056> Maintenant ?
<0057> \{みすず}「すぐ動くと、お腹痛くなるよ」;;;<0057> Tu vas avoir mal au ventre si tu te remues tout de suite.
<0058> \{男}「そりゃそうだろうが、動かなくちゃ、いつまでも俺はタダ飯食らいだ」;;;<0058> C'est vrai. Mais si je me remue pas, je continuerai de manger gratuitement jusqu'à la fin de mes jours.
<0059> \{みすず}「トランプしたいな…」;;;<0059> Je veux jouer aux cartes...
<0060> \{男}「だから…」;;;<0060> Qu'est-ce que je viens de dire...?
<0061> \{みすず}「トランプしたいな」;;;<0061> Je veux jouer aux cartes.
<0062> 彼女は同じ言葉を一生懸命繰り返していた。;;;<0062> 
<0063> \{男}「…わかった。やってやる」;;;<0063> ... Pigé. Faisons ça.
<0064> \{みすず}「ほんと？」;;;<0064> Pour de vrai ?
<0065> \{男}「ああ。ほんとだ」;;;<0065> Ouais. Pour de vrai.
<0066> \{男}「その代わり…これ終わったら手伝えよ」;;;<0066> En échange... quand on aura fini, tu me donneras un coup de main.
<0067> \{みすず}「うん。手伝う」;;;<0067> Oui. Je te donnerai un coup de main.
<0068> 彼女の思いが男に伝わったのだろうか。;;;<0068> 
<0069> 嬉しそうに、札を並べ始める。;;;<0069> 
<0070> \{男}「といっても、難しいルールのはやめてくれよ。理解できない」;;;<0070> Cela dit, épargne-moi des jeux avec des règles compliquées. J'y arrive jamais.
<0071> \{みすず}「うん。簡単なのにするね。神経衰弱」;;;<0071> Oui. On reste sur des jeux simples. Comme le Memory.
<0072> \{男}「カードの数字を合わせて、とっていく奴か。それだったらわかる」;;;<0072> C'est celui où on doit trouver les paires de cartes avec le même numéro ? Si c'est ça, je devrais y arriver.
<0073> \{みすず}「そうそう。それ」;;;<0073> Parfaitement, celui-là.
<0074> ぱたぱた…;;;<0074> 
<0075> \{男}「どうした」;;;<0075> 
<0076> \{みすず}「ううん、なんでもないよ」;;;<0076> Rien. Tout va bien.
<0077> 彼女の手から、札がばらけて落ちた。;;;<0077> 
<0078> \{男}「観鈴…？」;;;<0078> Misuzu...?
<0079> \{みすず}「にはは…しっぱい」;;;<0079> Nihaha... Je suis maladroite.
<0080> \{男}「おまえ、泣いてるじゃないか」;;;<0080> Hé, t'es pas en train de pleurer ?
<0081> \{みすず}「泣いてないよ」;;;<0081> Je pleure pas.
<0082> ごしごし…;;;<0082> 
<0083> \{みすず}「もういっかい」;;;<0083> Je recommence.
<0084> \{みすず}「遊べる…がんばらないと…」;;;<0084> Je peux jouer... Je dois y arriver...
<0085> \{みすず}「やらないと…わたし、がんばらないと…」;;;<0085> Sinon... Je, je dois y arriver...
<0086> \{男}「どうしたんだ、おまえ。具合悪いんだったら、休めよ」;;;<0086> Qu'y a-t-il ? T'as pas l'air en forme, va te reposer.
<0087> \{みすず}「だいじょうぶ、だいじょうぶ」;;;<0087> Je vais bien, je vais bien.
<0088> でも、彼女が耐えられたのはそこまでだった。;;;<0088> Elle était visiblement à bout de forces.
<0089> 何に耐えていたのかはわからない。;;;<0089> Je ne comprenais pas ce qu'il lui arrivait.
<0090> ただ、彼女は苦しんでいたのだ。;;;<0090> Mais elle se sentait clairement mal.
<0091> 俯せになって、大きな声で泣き出した。;;;<0091> 
<0092> 泣きやんだとき、彼女はひとりきりだった。;;;<0092> 
<0093> 男はこの場からいなくなっていた。;;;<0093> 
<0094> \{みすず}「………」;;;<0094> .........
<0095> 彼女は立ち上がろうともせず、ただ途方に暮れていた。;;;<0095> 
<0096> \{みすず}「いたかったのに…」;;;<0096> 
<0097> \{みすず}「\m{A}さんと一緒にいたかったのに…」;;;<0097> 
<0098> \{みすず}「ぐす……」;;;<0098> 
<0099> 彼女の顔と向かい合う。;;;<0099> 
<0100> \{みすず}「そら…」;;;<0100> 
<0101> \{みすず}「これが、わたしの悪いところ…」;;;<0101> 
<0102> \{みすず}「小さい頃からずっとそう」;;;<0102> C'est comme ça depuis que je suis toute petite.
<0103> \{みすず}「他の人とずっと一緒にいられないの」;;;<0103> 
<0104> \{みすず}「わたしは一緒にいたいのに…」;;;<0104> 
<0105> \{みすず}「わたしの中の別のわたしが泣き出しちゃうの」;;;<0105> 
<0106> \{みすず}「だから、みんなわたしとは仲良くしようとしないの」;;;<0106> 
<0107> \{みすず}「観鈴ちんは、すぐ泣くからって…」;;;<0107> 
<0108> \{みすず}「わたしが泣き出すと、みんなどうしていいかわからなくなるから…」;;;<0108> 
<0109> \{みすず}「わたしもどうしたらいいか、わからないの」;;;<0109> 
<0110> \{みすず}「わたしにできることは、謝ることだけ」;;;<0110> 
<0111> \{みすず}「ひとしきり泣いた後、みんなに謝りにいくの」;;;<0111> 
<0112> \{みすず}「笑いながら、ごめんねーって」;;;<0112> 
<0113> \{みすず}「みんなその時は、笑い返してくれるけど…」;;;<0113> 
<0114> \{みすず}「でも、もうそれからは…わたしを誘ってくれなくなるの」;;;<0114> 
<0115> \{みすず}「後ろの席でひとりでいるのは寂しいよ」;;;<0115> 
<0116> \{みすず}「みんなの楽しそうな姿、ぜんぶ見えるから」;;;<0116> 
<0117> \{みすず}「それをずっと、わたし、ひとりで見てる」;;;<0117> 
<0118> \{みすず}「休み時間も、帰る時間も」;;;<0118> 
<0119> \{みすず}「誘ってくれるひと、じっと待って…」;;;<0119> 
<0120> \{みすず}「でもみんな、友達と帰っていって…」;;;<0120> 
<0121> \{みすず}「それで誰もいなくなって、わたしひとりになったら、帰るの」;;;<0121> 
<0122> \{みすず}「帰っても、お母さんいないし…」;;;<0122> 
<0123> \{みすず}「だから、ひとりで時間つぶして帰るの」;;;<0123> 
<0124> \{みすず}「ヘンなジュース探して…」;;;<0124> 
<0125> \{みすず}「お小遣いで、それ買って…飲みながら帰るの」;;;<0125> 
<0126> \{みすず}「そうやって、遊んでたの」;;;<0126> 
<0127> \{みすず}「この夏休みもそうしてたら、よかったんだね…」;;;<0127> 
<0128> \{みすず}「やっぱりひとりでいればよかったんだね」;;;<0128> 
<0129> \{みすず}「そうしてたら、\m{A}さんにも嫌われなくて済んだのに…」;;;<0129> 
<0130> \{みすず}「やっぱり観鈴ちんと、遊んでなくてよかったーって…」;;;<0130> 
<0131> \{みすず}「そう、みんなに思われなくて済んだのに…」;;;<0131> 
<0132> \{みすず}「ひとりで楽しく遊んでたら…」;;;<0132> 
<0133> \{みすず}「すごく楽しいこと見つけて、独り占めしてたら…」;;;<0133> 
<0134> \{みすず}「それでよかったのにね」;;;<0134> 
<0135> \{みすず}「………」;;;<0135> .........
<0136> \{みすず}「でも、もう、やめるね」;;;<0136> 
<0137> \{みすず}「わたし、もうこの夏休みはひとりでいることにするね」;;;<0137> 
<0138> \{みすず}「だから、もういつものわたし」;;;<0138> 
<0139> \{みすず}「いつもの元気な観鈴ちん」;;;<0139> 
<0140> \{みすず}「わたし、強い子だから…」;;;<0140> 
<0141> \{みすず}「だいじょうぶだよ」;;;<0141> 
<0142> \{みすず}「いこっ」;;;<0142> 
<0143> ぼくを肩に乗せ、立ち上がる。;;;<0143> 
<0144> \{みすず}「………」;;;<0144> .........
<0145> とぼとぼと歩いてゆく。;;;<0145> 
<0146> 世界は赤く染まろうとしていた。;;;<0146> 
<0147> 向かう先は、その光の源。;;;<0147> 
<0148> このまま彼女は別の場所にいこうとしているのかもしれない。;;;<0148> 
<0149> 赤い赤い世界にいこうとしてるのかもしれない。;;;<0149> 
<0150> そこはどんな場所だろうか。;;;<0150> 
<0151> でも、彼女とふたりきりなら、それも構わなかった。;;;<0151> 
<0152> \{みすず}「なにしようかなー」;;;<0152> 
<0153> \{みすず}「ジュース、買おっと…」;;;<0153> 
<0154> \{みすず}「あ…」;;;<0154> 
<0155> 彼女が足を止めた。;;;<0155> 
<0156> その先に、高い影があった。;;;<0156> 
<0157> \{みすず}「\m{A}さんだ」;;;<0157> 
<0158> それは、あの男だった。;;;<0158> 
<0159> \{みすず}「………」;;;<0159> .........
<0160> けど彼女はいつものように走り寄ることなく、別の方向へ歩き始めた。;;;<0160> 
<0161> そして大きな箱の前にひとりで立つ。;;;<0161> 
<0162> かちゃり…ぴっ…がこんっ！;;;<0162> 
<0163> そこから飲み物の箱を取りだして…;;;<0163> 
<0164> \{みすず}「帰ろっと…」;;;<0164> 
<0165> 振り向くことなく、歩き始めた。;;;<0165> 
<0166> \{声}「観鈴っ」;;;<0166> Misuzu.
<0167> \{みすず}「え…？」;;;<0167> Hein...?
<0168> 声がして彼女が振り返る。;;;<0168> 
<0169> \{男}「え、じゃないだろ。なに無視して、ひとりで帰ろうとしてるんだよ」;;;<0169> Pourquoi est-ce que tu m'ignores et rentres toute seule ?
<0170> \{みすず}「えと…」;;;<0170> Euh...
<0171> \{みすず}「どうしたらよかったのかな」;;;<0171> Qu'est-ce que j'aurais dû faire ?
<0172> \{男}「いつもの通り言ってくれればいいだろ？」;;;<0172> Pourquoi ne pas dire la même chose que d'habitude ?
<0173> \{みすず}「なんて言ってたっけ」;;;<0173> Dire quoi ?
<0174> \{男}「おまえ、そんなことも忘れたのか？」;;;<0174> Hé, ne me dis pas que tu ne t'en rappelles pas ?
<0175> \{男}「おまえの口癖じゃないか。なんでも一緒にって」;;;<0175> Tu dis toujours 'ensemble' ou 'à deux', c'est presque comme un tic, chez toi.
<0176> \{男}「だから今は、一緒に帰ろう、だろ」;;;<0176> Alors, rentrons ensemble.
<0177> \{みすず}「そうだったね…」;;;<0177> C'est vrai...
<0178> \{みすず}「でも、今そう言ったら…いっしょに帰ってくれるのかな」;;;<0178> Mais, même si je le disais maintenant... est-ce qu'on pourrait rentrer ensemble ?
<0179> \{男}「今って…いまさらだな、おまえ」;;;<0179> 'Maintenant'... Qu'est-ce que tu veux dire par là ?
