<0000> ７月２１日(金);;;<0000> 21/07 (ven.)
<0001> 目覚めると、眼前に猿の顔があった。;;;<0001> En ouvrant les yeux, je vis un visage simiesque juste devant moi.
<0002> \{\m{A}}「おわっ…」;;;<0002> Owah...!
<0003> \{\m{A}}「…と、おまえか」;;;<0003> ... Ah, c'est jutse toi.
<0004> ナマケモノのぬいぐるみだった。;;;<0004> C'était la peluche de paresseux.
<0005> 夕べの晴子とのやり取りを思い出して、朝っぱらからブルーが入る。;;;<0005> Je me rappelai l'échange que j'avais eu avec Haruko la nuit dernière, et cela suffit à plomber ma matinée.
<0006> \{\m{A}}「俺はこいつを買い取るために、金を稼がねばならないのか…」;;;<0006> Je dois lui acheter ça, me faire de l'argent pour payer ce truc...
<0007> \{\m{A}}「金を稼ぐ手…」;;;<0007> Un moyen de me faire des sous...
<0008> 俺は思案しながら、小鉢に箸を伸ばす。;;;<0008> Tout en cogitant, j'amenai mes baguettes à mon bol.
<0009> 晴子の手など借りるわけにはいかなかったから、自分で探すしかない。;;;<0009> Puisque j'avais refusé l'aide de Haruko, il fallait que je me débrouille seul.
<0010> \{観鈴}「困ったね」;;;<0010> Ça t'inquiète ?
<0011> \{\m{A}}「これまで芸だけで日銭を稼いできたから、それを封じられるとな…」;;;<0011> Jusqu'à présent, j'ai toujours compté sur mon numéro pour gagner ma vie, mais là, ce n'est plus possible.
<0012> ぽりぽり。;;;<0012> \bGratte gratte\u.
<0013> \{\m{A}}「真っ当な仕事か…」;;;<0013> Un travail honnête...
<0014> この町で日雇いの仕事が見つかるだろうか。;;;<0014> Pouvais-je au moins trouver un travail à la journée dans ce village ?
<0015> 探すだけで、何日か経ってしまいそうだった。;;;<0015> Combien de jours me faudrait-il avant que je n'en trouve un ?
<0016> \{\m{A}}「でも、やるしかないよな…」;;;<0016> Mais bon, pas le choix...
<0017> \{観鈴}「意地だね」;;;<0017> Accroche-toi.
