<0000> ７月２３日(日)／そら;;;<0000> 23/07 (dim.)/Sora
<0001> また陽が昇った。;;;<0001> 
<0002> 彼女は忙しく、ねぐらの中を駆け回っていた。;;;<0002> 
<0003> 邪魔になるようだったので、ひとりでじっとしていた。;;;<0003> 
<0004> でも、そんな元気な彼女の姿を見ているだけで、僕は楽しかった。;;;<0004> 
<0005> 特別なことなんて、なにも起きなくていい。;;;<0005> 
<0006> こんな時間さえ、続いていけばよかった。;;;<0006> 
<0007> \{みすず}「\m{A}さんの服も洗う。脱いでほしい」;;;<0007> 
<0008> \{男}「俺のはいい」;;;<0008> Pas besoin.
<0009> \{みすず}「くさくなってるよ」;;;<0009> Tu vas sentir mauvais.
<0010> \{男}「風呂入ってるんだ。大丈夫だろ」;;;<0010> Je prends des bains, ça ira.
<0011> \{みすず}「いっしょに洗うから脱いでほしいな」;;;<0011> Je vais les laver avec le reste, alors enlève-les.
<0012> \{男}「じゃ、Ｔシャツだけな…」;;;<0012> Bon, alors juste le T-shirt...
<0013> \{男}「ほら」;;;<0013> Tiens.
<0014> \{みすず}「\m{A}さんって、けっこう筋肉あるね」;;;<0014> \m{A}-san, c'est que tu es sacrément musclé.
<0015> \{男}「そうか…？」;;;<0015> Vraiment...?
<0016> \{みすず}「こうやってみて、こう」;;;<0016> Essaie de faire ça, comme ça.
<0017> 男が奇妙な格好をする。;;;<0017> 
<0018> \{みすず}「かっこいい」;;;<0018> Trop cool...
<0019> \{男}「マジか…」;;;<0019> Sérieux...?
<0020> \{みすず}「マジマジ」;;;<0020> Sérieux, sérieux.
<0021> \{みすず}「あ、洗濯機、もう回してたんだ。じゃ、洗ってくるね」;;;<0021> Ah, la machine à laver tourne déjà. Bon, ben je vais ajouter ça.
<0022> 彼女はまた忙しく、出ていった。;;;<0022> 
<0023> 男とふたりきりになる。;;;<0023> 
<0024> \{男}「ふんっ」;;;<0024> Hmph !
<0025> \{女}「おのれは変態かっ」;;;<0025> T'es un pervers ou quoi ?
<0026> 今度はあの女が現れた。;;;<0026> 
<0027> \{女}「あんたはひとりの時は、そんなことして暇つぶしてるんか。やっばい奴やで…」;;;<0027> C'est comme ça qu'tu passes le temps quand t'es seul ? T'es pas net...
<0028> \{女}「ま、軟弱な男よりはマシか…」;;;<0028> Bah, ça reste mieux qu'un homme faiblard...
<0029> \{女}「でも、男の名前の雑誌とか買うたりしとったら、最悪やん…こわっ」;;;<0029> Mais bon, le pire que tu pourrais faire, ce serait d'acheter ces magazines avec des hommes dedans... Beurk !
<0030> 最悪の組み合わせだった。;;;<0030> 
<0031> 僕はふたりに捕って食われる想像をしてしまう。;;;<0031> 
<0032> \{女}『あそこに、ええもん落ちてるで』;;;<0032> 
<0033> \{男}『…ロックオン』;;;<0033> 
<0034> ぞーーーっ！;;;<0034> 
<0035> 恐すぎる。;;;<0035> 
<0036> しばらく部屋の隅で大人しくしている。;;;<0036> 
<0037> \{女}「と…あんまり時間あらへんのやった。支度せな」;;;<0037> Ah... j'ai plus l'temps. Faut que j'me prépare.
<0038> ようやく女が出ていき、恐怖は半減する。;;;<0038> 
<0039> \{男}「観鈴、俺のＴシャツをくれ」;;;<0039> Misuzu, rends-moi mon T-shirt.
<0040> \{みすず}「え？  まだ濡れてるよ」;;;<0040> Hein ? Mais il est encore tout mouillé.
<0041> 彼女の声だけ聞こえてくる。外にいるようだった。;;;<0041> 
<0042> \{男}「構わない。外を歩いていればすぐに乾く」;;;<0042> Je m'en fiche. Si je sors me balader, il séchera.
<0043> \{みすず}「出かけるの？」;;;<0043> Tu sors ?
<0044> \{男}「ああ」;;;<0044> Ouais.
<0045> \{みすず}「でも、今すぐは着れないよ。ちょっとむり」;;;<0045> Mais tu ne devrais pas le remettre tout de suite. C'est un peu...
<0046> \{みすず}「わたしの貸そうか？」;;;<0046> Tu veux que je t'en prête un ?
<0047> \{みすず}「胸にね、ステゴザウルスがプリントされてるの。かわいい」;;;<0047> J'en ai un avec un stégosaure au niveau de la poitrine. Il est très mignon.
<0048> \{男}「………」;;;<0048> .........
<0049> \{みすず}「ね、どうする？」;;;<0049> Bon, alors ?
<0050> \{男}「濡れているのでいい」;;;<0050> Ça me va qu'il soit mouillé
<0051> \{みすず}「そんなぁ…気持ち悪いよ」;;;<0051> Mais c'est... crade.
<0052> \{男}「だから構わないって言ってるだろ」;;;<0052> J'ai dit que je m'en fichais.
<0053> \{みすず}「聞き分けのない人だなぁ…」;;;<0053> Qu'est-ce que tu es borné...
<0054> \{みすず}「ちょっと待っててね」;;;<0054> Attends un instant.
<0055> ………。;;;<0055> ..........
<0056> \{みすず}「はい」;;;<0056> Tiens.
<0057> 彼女が現れて、男に何かを渡した。;;;<0057> 
<0058> 男がそれを頭からかぶる。;;;<0058> 
<0059> すると、いつもの姿に戻った。;;;<0059> 
<0060> \{みすず}「だいじょうぶ？」;;;<0060> Ça va ?
<0061> \{男}「ああ、ぜんぜん平気だぞ」;;;<0061> Ouais, juste ce qu'il me fallait.
<0062> \{みすず}「なんか、ほんとにオタマジャクシみたいになっちゃったね」;;;<0062> On dirait que tu t'es vraiment transformé en têtard.
<0063> \{みすず}「干からびないようにね」;;;<0063> Ça a l'air d'avoir un peu séché.
<0064> \{男}「ああ」;;;<0064> Ouais.
<0065> \{男}「じゃ、出かけてくる」;;;<0065> Allez, je sors.
<0066> \{男}「無地のはないのか」;;;<0066> T'en as pas un d'uni ?
<0067> \{みすず}「お母さんのなら、あるかも」;;;<0067> Ma mère doit en avoir.
<0068> \{男}「サイズは」;;;<0068> Quelle taille ?
<0069> \{みすず}「Ｌ、あると思う。だぼーってだらしなく着るの、お母さん好きだから」;;;<0069> Du L, je crois. Elle aime bien porter des habits assez larges.
<0070> \{男}「探してくる」;;;<0070> Je vais aller voir.
<0071> 男が出てゆく。;;;<0071> 
<0072> \{みすず}「\m{A}さん？」;;;<0072> 
<0073> 入れ替わり、彼女が現れる。;;;<0073> 
<0074> \{みすず}「勝手にお母さんのＴシャツ貸しちゃってよかったかな…」;;;<0074> 
<0075> \{みすず}「お母さん、\m{A}さんのこと気に入ってるみたいだし、いいよね」;;;<0075> 
<0076> \{みすず}「\m{A}さん、Ｔシャツあったーっ？」;;;<0076> \m{A}-san, tu as trouvé des T-shirts— ?
<0077> 男が戻ってくる。;;;<0077> 
