<0000> ７月１８日(火);;;<0000> 18/07 (mar.)
<0001> ………。;;;<0001> ..........
<0002> …目覚めはまぶしい。;;;<0002> ... J'ouvris les yeux et fus ébloui.
<0003> そして、魚臭かった。;;;<0003> Et ça puait le poisson.
<0004> \{声}「あんた、いきなり倒れとったで、びっくりしたわ…」;;;<0004> Tu t'es évanoui tout d'un coup, quelle frayeur tu nous as faite !
<0005> 覗き込む顔のひとつがそう言った。;;;<0005> Quelqu'un me dévisageait.
<0006> ………。;;;<0006> ..........
<0007> \{\m{A}}（そうか…俺、行き倒れになって…）;;;<0007> Ah, oui, je... me suis évanoui en pleine rue.
<0008> しかし…魚臭い。;;;<0008> Mais vraiment... ça puait le poisson.
<0009> \{声}「ここの組合の人間で、かついでここまで運んできたんだが…大変だったで」;;;<0009> Tu vois, avec les gens de la coopérative, ici... ben on a eu bien du mal à te transporter jusqu'ici, sur nos épaules.
<0010> 組合…;;;<0010> Une coopérative...
<0011> 漁協組合…。;;;<0011> Une coopérative de pêcheurs...
<0012> 辺りは白いスチロールが山のように積まれている。;;;<0012> J'étais entouré de piles de boîtes blanches en polystyrène.
<0013> 大きなガレージの中のようだった。;;;<0013> Ce devait être un grand garage.
<0014> \{おばさん}「気分はどうや」;;;<0014> Comment ça va ?
<0015> \{\m{A}}「………」;;;<0015> .........
<0016> \{\m{A}}「…腹減った」;;;<0016> ... Je crève de faim.
<0017> \{おばさん}「そうか。食欲あるんやったら安心やな」;;;<0017> Je vois. Si tu as de l'appétit, c'est bon signe.
<0018> そこから俺は組合の人たちに囲まれたまま、作りたての朝食を頂いた。;;;<0018> Ensuite, les gens de la coopérative me préparèrent un petit-déjeuner et me portèrent compagnie pendant que je le dégustais.
<0019> 捨てる神あれば拾う神あり。;;;<0019> Comme quoi, il y a aussi de bonnes âmes ici-bas.
<0020> \{おばさん}「お兄さん、もうお出かけかい」;;;<0020> Jeune homme, tu pars déjà ?
<0021> ガレージをくぐって、真夏日の陽光を浴びたところで背中から呼ぶ声がした。;;;<0021> Alors que je sortais du garage et faisais un pas dans la lumière de l'été, j'entendis une voix m'interpeller par derrière.
<0022> \{おばさん}「お弁当作るから、お昼の分も持っていきなさい」;;;<0022> Je vais te préparer un bentō, tu pourras le manger à midi.
<0023> \{\m{A}}「あんまり時間がないんだ」;;;<0023> Je n'ai plus trop le temps, là.
<0024> \{おばさん}「じゃ、おにぎりだけ包むから」;;;<0024> Dans ce cas, je vais juste t'emballer des onigiris.
<0025> \{\m{A}}「………」;;;<0025> .........
<0026> \{おばさん}「いくつぐらいいるかい」;;;<0026> T'en faudrait combien ?
<0027> \{\m{A}}「ひとつでいい。邪魔になるからな」;;;<0027> Un seul, ça suffira. Sinon, ce sera gênant à transporter.
<0028> \{\m{A}}「その代わり、とびきり大きいのでひとつ頼む」;;;<0028> Mais faites-le bien gros, s'il vous plaît.
<0029> \{おばさん}「りょうかい。とびきり大きいのね」;;;<0029> Compris. Un bon gros onigiri, alors.
<0030> 飯代も浮いた。ありがたい。;;;<0030> Comme ça, j'économiserai même le déjeuner. Je lui en étais reconnaissant.
<0031> 包みを持って現れたおばさんに礼を言う。;;;<0031> Je remerciai la dame, qui revint avec un petit paquet.
<0032> \{\m{A}}「悪いな。世話になった」;;;<0032> Désolé pour tout ça. Je vous dois beaucoup.
<0033> \{おばさん}「気をつけて」;;;<0033> Prends soin de toi.
<0034> \{\m{A}}「ああ」;;;<0034> Bien sûr.
<0035> 包みを受け取り、その場を後にした。;;;<0035> J'acceptai le paquet et quittai cet endroit.
<0036> \{\m{A}}「さて…」;;;<0036> Et maintenant...
<0037> 昼までの食料は確保した。;;;<0037> Mes repas étaient assurés jusqu'à ce midi.
<0038> 日が暮れるまでに、収入を得ればいいことになる。;;;<0038> La priorité, maintenant, c'était de se faire des sous avant que le soleil ne se couche.
<0039> そうすれば夕飯は今度こそラーメンセットだ。;;;<0039> Et alors, je pourrais me faire ce rāmen au dîner.
<0040> そしてうまくいけば、そのままこの町を出立できる。;;;<0040> Et si tout se passait bien, je pourrais ensuite quitter ce village.
<0041> \{\m{A}}（だがそれには、人形を探さないと…）;;;<0041> Pour autant, il faut que je retrouve ma marionnette...
<0042> そういえば、と俺は思いつく。;;;<0042> En y réfléchissant, une idée me vint à l'esprit.
<0043> \{\m{A}}（別に動かせるのは人形だけというわけじゃない）;;;<0043> Rien ne m'empêche d'utiliser autre chose à la place de ma marionnette.
<0044> \{\m{A}}（とりあえず別の手で、収入を得る、というのもアリだな…）;;;<0044> De toute façon, il n'y a pas qu'un seul moyen de se faire de l'argent...
<0045> 別の手を考える;;;<0045> Trouver d'autres moyens
<0046> 人形を探し歩く;;;<0046> Aller chercher la marionnette
<0047> 俺は地面に腰を落ち着ける。;;;<0047> Je m'assis par terre.
<0048> 違うものを動かして、それでウケるというのであればこの場しのぎとしては使える。;;;<0048> J'allais essayer de faire bouger autre chose. Si j'y arrivais, ça m'aiderait à me sortir de cette situation.
<0049> 俺は持っていたバッグの中を漁ってみる。;;;<0049> Je pris mon sac dans mes mains et me mis à fouiller à l'intérieur.
<0050> 出てきたのは、地図と石鹸とタオルと歯ブラシと剃刀。それに下着の着替え。;;;<0050> J'en sortis une carte, du savon, une serviette, une brosse à dents et un rasoir. Il y avait aussi des sous-vêtements de rechange.
<0051> これらを使って、何か芸が完成するだろうか。;;;<0051> Pouvais-je vraiment me servir de tout ça pour mon numéro ?
<0052> 俺は試しに歯ブラシを地面に置き、指先を当ててみた。;;;<0052> Pour voir, je posai ma brosse à dents par terre, et la touchai du bout du doigt.
<0053> \{\m{A}}「………」;;;<0053> .........
<0054> 念じる。;;;<0054> Je me concentrai.
<0055> 俺は念を込めたモノを自在に動かすことができた。;;;<0055> J'avais la possibilité de faire se mouvoir des objets par la seule force de ma volonté.
<0056> 実際にタネもしかけもない。;;;<0056> Il n'y avait vraiment pas le moindre trucage.
<0057> 俺はこの力を、死んだ母親から受け継いだ。;;;<0057> Ce pouvoir, je l'avais hérité de feu ma mère.
<0058> 客に説明する時には、母はこの力のことを『法術』と呼んでいた。;;;<0058> Quand ma mère l'expliquait à ses hôtes, elle le désignait sous le nom de Houjutsu.
<0059> 俺の家系に代々伝わる能力だというが、実際はそう大したものじゃない。;;;<0059> Bien que cette aptitude fût passée de génération en génération dans ma famille, elle n'était en réalité rien de bien grandiose.
<0060> 俺は手を遠ざける。;;;<0060> Je retirai ma main.
<0061> そして、今度は思いとして念じた。;;;<0061> Cette fois, je l'animais à la seule force de ma pensée.
<0062> 動け、と。;;;<0062> Bouge !
<0063> もぞもぞもぞ…;;;<0063> \bRampe rampe rampe\u...
<0064> 毛虫のように歯ブラシが這いずってゆく。;;;<0064> Ma brosse à dent rampait par terre, telle une chenille particulièrement velue.
<0065> \{\m{A}}「こわすぎる…」;;;<0065> Terrifiant...
<0066> こんな気色の悪い芸に金を払う奴がいるなら見てみたい。;;;<0066> Je veux bien savoir quel genre de gars serait prêt à verser de l'argent pour voir quelque chose d'aussi révoltant.
<0067> \{\m{A}}「さぁ、歯ブラシが毛虫のように這いずるよ。見ていってごらーん」;;;<0067> Allez, venez regarder une brosse à dent ramper comme une chenille toute velue, sous vos yeux é-ba-his !
<0068> \{\m{A}}「ボク、触ってみるかい？  ほら、毛の一本一本がうごめいているねぇ」;;;<0068> Hé, tu veux me toucher ? Regarde, chacun de mes poils est en train de remuer !
<0069> なんて言っても子供は逃げてゆくばかりだろう。;;;<0069> Si je faisais ça, la seule réaction des enfants serait de s'enfuir.
<0070> \{\m{A}}「くそ…動いて愛嬌のあるモノがない…」;;;<0070> Merde... j'ai rien de plus attirant à faire bouger...
<0071> 俺はやけになって、持っていたものすべてに念を込める。;;;<0071> Pris de désespoir, je me mis à insuffler ma volonté à tout ce que je transportais.
<0072> \{\m{A}}「動けっ」;;;<0072> Bougez !
<0073> びしゅびしゅびしゅびしゅー！;;;<0073> \bZap\u ! \bZap\u ! \bZaap\u !
<0074> 歯ブラシや石鹸やタオルや下着が地面を走り回る。;;;<0074> Ma brosse à dents, mon savon, ma serviette et mes sous-vêtements, se mirent à me courir autour par terre.
<0075> すごい光景だった。;;;<0075> Une vision d'enfer.
<0076> びしゅ！;;;<0076> \bZap\u !
<0077> 剃刀の刃が俺の頬をかすめて、後方へと飛んでいった。;;;<0077> Le rasoir décolla et manqua de peu ma joue.
<0078> \{\m{A}}「スリルは満点だが…」;;;<0078> Niveau frissons, on est parfait, mais...
<0079> あるいは石鹸を人形にかたどって彫ってみる、という手も考えたが、それだと動きがない。;;;<0079> Je pensais même à sculpter mon savon en forme de marionnette, mais si je voulais le faire bouger, ça ne suffirait pas.
<0080> 硬直した格好のまま歩いてゆく人形を思い浮かべると、やはり不気味だった。;;;<0080> J'essayai de m'imaginer une marionnette à la démarche toute rigide en train de gesticuler. Non, ça ne donnait pas envie...
<0081> やはりあの人形を探すしかないのだ。;;;<0081> On dirait bien que j'étais obligé d'aller trouver cette marionnette.
<0082> あの人形とはずっと寝食を共にしている。いわば俺の相棒だった。;;;<0082> Cette marionnette était toujours avec moi, même quand je dormais ou mangeais. C'était une sorte de compagnon de route.
<0083> \{\m{A}}（その行方がわからないというのに、別の手を講じるだと？）;;;<0083> Je n'arrive même pas à croire que j'ai imaginé une seule seconde que je pouvais la remplacer !
<0084> \{\m{A}}「…そんな奴は真の人形使いではないっ」;;;<0084> ... Ce genre de mec ne peut pas prétendre être un vrai marionnettiste !
<0085> 俺は声に出して、手を握りしめる。;;;<0085> dis-je en serrant les poings.
<0086> \{子供}「わーい」;;;<0086> Youpi !
<0087> キコキコ…;;;<0087> \bCrrrr\u
<0088> その目の前を三輪車に乗った子供が通っていった。;;;<0088> Un enfant en tricycle passa devant moi.
<0089> \{\m{A}}「………」;;;<0089> .........
<0090> 俺はサッと握りしめていた手をポケットに隠す。;;;<0090> Je rangeai mes poings dans mes poches.
<0091> \{\m{A}}「人がこんな状況だってのに呑気な町だ…」;;;<0091> Les gens de ce village sont trop insouciants...
<0092> \{\m{A}}「いくか…」;;;<0092> Allons-y...
<0093> 決まりの悪さから逃げ出すようにして、俺はその場を後にした。;;;<0093> Je me mis en route, laissant cet endroit et l'embarras qui l'accompagnait derrière moi.
<0094> やはりこの辺りだと思うのだが…。;;;<0094> Ce devait être dans ce coin...
<0095> ………。;;;<0095> ..........
<0096> 俺は黙々と藪の中を探し続ける。;;;<0096> Je cherchais dans les buissons.
<0097> すぐに汗が玉となり、胸元を伝いだす。;;;<0097> Il ne fallut pas longtemps avant que des gouttes de sueurs ne me coulent sur le torse.
<0098> 午後になると、もっと暑くなるのだろう。;;;<0098> Il ferait encore plus chaud l'après-midi.
<0099> 今のうちに見つけだしておこう。;;;<0099> Il fallait que je la trouve avant ça.
<0100> 一時間後…;;;<0100> Une heure plus tard...
<0101> 俺は堤防の上に座り込み、おむすびの包みを広げていた。;;;<0101> J'étais assis sur la digue, en train d'ouvrir le paquet qui contenait l'onigiri.
<0102> \{\m{A}}「やってらんね…」;;;<0102> J'en peux plus.
<0103> 少しでも空腹になると、やる気がなくなる。;;;<0103> Dès que la faim avait pointé le bout de son nez, j'avais perdu toute motivation.
<0104> しかもこの暑さだ。;;;<0104> Sans parler de cette chaleur.
<0105> 堤防の上は、海から吹き込んでくる風が強く、涼しい場所だった。;;;<0105> Sur la digue, on était agréablement fouetté par le vent frais venu de la mer.
<0106> 汗が乾いてゆくのがわかる。;;;<0106> Je sentais ma sueur sécher.
<0107> 見晴らしも良かったから、昼飯を食べるには絶好の場所だった。;;;<0107> Et la vue était superbe, donc c'était l'endroit idéal pour déjeuner.
<0108> 俺はおむすびを包みから取り出す。;;;<0108> Je retirai l'onigiri du paquet.
<0109> 重いと思っていたら、ボーリングの玉のように馬鹿でかいおむすびだった。;;;<0109> J'avais noté qu'il était lourd, mais je ne m'attendais pas à qu'il eût une taille aussi ridicule, en l'occurrence celle d'une boule de bowling.
<0110> 量的には申し分ない。;;;<0110> Tout ce qu'il me fallait.
<0111> もぐもぐ…;;;<0111> \bNom nom\u...
<0112> 海を前にあぐらをかいて、馬鹿でかいおむすびを頬張る。;;;<0112> J'étais assis en tailleur face à la mer, me fourrant la bouche à coups d'onigiri.
<0113> まるで観光客だった。;;;<0113> J'avais l'air d'un bon gros touriste.
<0114> \{声}「うーん…」;;;<0114> Hmm...
<0115> すぐ隣に立ち、一身に風を受ける少女がいた。;;;<0115> Soudainement, je remarquai une jeune fille debout à côté de moi. Elle se tenait debout, son corps semblant embrasser le vent.
<0116> \{\m{A}}「………」;;;<0116> ..........
<0117> それはあたかも、空を飛んでいるような。;;;<0117> Comme ça, on aurait vraiment dit qu'elle était dans le ciel en train de voler.
<0118> 俺は息を呑んで、見入っていた。;;;<0118> Je la fixais. Elle m'avait coupé le souffle.
<0119> でも、それも一瞬だ。;;;<0119> Mais seulement un instant.
<0120> 彼女の足元を見た。;;;<0120> Je regardai ses pieds.
<0121> 俺の座る堤防のコンクリートの上に、彼女は確かに立っていた。;;;<0121> Il ne faisait aucun doute qu'elle se tenait sur la même digue en béton que moi.
<0122> だから、すぐに興味は失せた。;;;<0122> Et donc, mon intérêt disparut aussitôt.
<0123> \{少女}「うんっ…」;;;<0123> Hmmm...
<0124> \{少女}「はっ…」;;;<0124> Ah...!
<0125> 長い伸びを終えた少女は、俺の方に向き直るとニコッと笑った。;;;<0125> Après s'être étirée de tout son long, elle se tourna vers moi et esquissa un sourire.
<0126> 俺は無視して、正面を向いた。;;;<0126> Je l'ignorai, maintenant mon regard fixé vers l'avant.
<0127> \{少女}「こんにちはっ」;;;<0127> Bonjour !
<0128> \{少女}「でっかいおむすびですねっ」;;;<0128> C'est un giga onigiri que vous avez là !
<0129> \{少女}「飲み物なくて、大丈夫ですかっ」;;;<0129> Vous n'avez rien à boire ? Ça ne vous embête pas ?
<0130> 話しかけられているようだ。;;;<0130> Il semblait qu'elle me parlait.
<0131> \{少女}「買ってきますね」;;;<0131> Je vais vous acheter quelque chose, d'accord ?
<0132> とっ、と堤防から飛び降りると、目の前を通り過ぎてとてとてと駆けていった。;;;<0132> Ces mots prononcés, elle sauta de la digue puis passa devant moi en courant.
<0133> 昼休みに抜け出してきたのだろうか。;;;<0133> S'était-elle éclipsée pendant la pause déjeuner ?
<0134> 制服も着ていたし、間違いなく彼女はそこの学校の学生だった。;;;<0134> Elle portait un uniforme, il ne faisait donc aucun doute qu'elle étudiait quelque part.
<0135> 自販機で紙パックのジュースを買った後、再び駆けてくる。;;;<0135> Elle alla acheter une brique de boisson à un distributeur, puis revint en courant.
<0136> その途中で、思いっきり転けた。;;;<0136> En chemin, elle trébucha et s'étala de tout son long.
<0137> ジュースが、それぞれ別の方向へと転がっていった。;;;<0137> Les briques dégringolèrent dans toutes les directions.
<0138> 涙目になりながら立ち上がり、ぱたぱた走り回ってジュースを回収すると、ようやく俺の場所まで戻ってくる。;;;<0138> Alors que ses yeux se remplissaient de larmes, elle se leva, trottina dans tous les sens pour ramasser les briques, et seulement ensuite regagna ma position.
<0139> \{少女}「はい」;;;<0139> Tenez !
<0140> 精一杯の笑顔で何事もなかったように、俺にその一本を差し出した。;;;<0140> En s'efforçant d'esquisser son plus beau sourire pour faire comme si rien ne s'était passé, elle me présenta un carton.
<0141> \{\m{A}}「苦労したな」;;;<0141> Quelle épreuve !
<0142> \{少女}「が、がお…」;;;<0142> G-Gao...
<0143> すぐ涙目に戻る。;;;<0143> Les larmes s'accumulaient.
<0144> \{\m{A}}「怪我したんなら、帰れよ」;;;<0144> Si tu t'es fait mal, rentre chez toi !
<0145> \{少女}「だいじょうぶ…」;;;<0145> Ce n'est rien...
<0146> 言って、俺の隣に腰掛けた。;;;<0146> affirma-t-elle avant de s'asseoir à côté de moi.
<0147> 別に気を遣ったわけではなく、鬱陶しかっただけだ。;;;<0147> Ce n'était pas que je m'inquiétais pour elle, mais juste qu'elle était en train de pourrir ma journée.
<0148> ジュースの容器に、附いていたストローを挿す。;;;<0148> J'insérai la paille qui y était jointe dans le trou de la brique.
<0149> ずずずずっ。;;;<0149> \bSlurp\u !
<0150> 喉に流し込む。;;;<0150> Le liquide coula dans ma gorge.
<0151> どろっ…;;;<0151> \bGloups\u...
<0152> \{\m{A}}「ぶっ…！」;;;<0152> Beurk...!
<0153> 予想もしない異様な感覚に俺は吹き出す。;;;<0153> Je recrachai le liquide par réflexe alors qu'une étrange sensation avait commencé à s'emparer de moi.
<0154> \{\m{A}}「なんだ、これは…」;;;<0154> Qu'est-ce que c'est que ce truc...?
