<0000> 歩き慣れてきた道。;;;<0000> Je connaissais bien cette route.
<0001> もう観鈴の地図も、必要ないかもしれない。;;;<0001> Peut-être même que le plan de Misuzu ne m'était plus nécessaire.
<0002> しかし暑い…。;;;<0002> Mais qu'est-ce qu'il faisait chaud...
<0003> しばらく雨も降っていないんじゃないだろうか。;;;<0003> La pluie n'avait pas dû tomber depuis un bon moment.
<0004> 焼けた道に水を撒く主婦がいた。;;;<0004> Il y avait une ménagère en train d'arroser la route brûlante.
<0005> \{\m{A}}（俺にぶっかけてくれ…）;;;<0005> Arrose-moi un peu...
<0006> びちゃ。;;;<0006> \bSplash\u
<0007> 足に引っかけられていた。;;;<0007> Elle m'éclaboussa les pieds.
<0008> \{主婦}「あ、ごめんなさいねぇ」;;;<0008> Ah, toutes mes excuses.
<0009> 実際されると、ムカつく…。;;;<0009> Mon souhait se'était concrétisé de manière assez frustrante...
<0010> \{主婦}「タオル、持ってきたほうがいいかしらねぇ…」;;;<0010> Est-ce je vous ramène une serviette...?
<0011> \{\m{A}}「構わない。すぐ乾くだろ…」;;;<0011> Ce n'est rien. Ça devrait vite sécher...
<0012> 暑い…。;;;<0012> Quelle chaleur...
<0013> かと言って、まだ家に戻るわけにもいかない。;;;<0013> Mais je ne souhaitais toujours par rentrer.
<0014> 俺は思い出す。;;;<0014> Je me rappelai quelque chose :
<0015> 涼しくなるには心頭滅却。;;;<0015> Si je me vidais l'esprit, alors je ne sentirais plus la chaleur.
<0016> この前は試そうとして、誰かの登場によって中断されていた。;;;<0016> La dernière fois que j'avais essayé, quelqu'un était venu m'interrompre.
<0017> 試してみる;;;<0017> Essayer
<0018> やめておく;;;<0018> Abandonner
<0019> この人気のない場所だったら大丈夫だろう。;;;<0019> Ça devrait mieux se passer vu qu'il n'y avait jamais personne dans le coin.
<0020> 俺は人形を地面に置き、指先を当てる。;;;<0020> Je posai ma marionnette au sol, et la touchai du bout du doigt.
<0021> \{\m{A}}「………」;;;<0021> .........
<0022> その精神集中の途中で音が聞こえてくる。;;;<0022> Alors que j'étais en train de focaliser mon esprit, j'entendis un bruit.
<0023> \{\m{A}}「ん…？」;;;<0023> Hmn...?
<0024> ぶろろろろろろろろぉーーっ！;;;<0024> \bVrooooooooooum\u !!
<0025> さっ！;;;<0025> \bHop\u !!
<0026> 人形を掴んで、引いていた。;;;<0026> Je tirai ma marionnette vers moi pour qu'elle esquive.
<0027> その前をバイクが通り過ぎる。;;;<0027> Une moto passa juste devant moi.
<0028> きぃぃぃーーっ！;;;<0028> \bCriiiii\u !!
<0029> 少し先で停車した。;;;<0029> Elle s'arrêta un peu plus loin.
<0030> \{晴子}「…あ、あんたかいなー」;;;<0030> ... Ah, c'était toi—.
<0031> \{\m{A}}「あんたは俺の人形をはねるために、こんなところで張っていたのか」;;;<0031> T'es venue jusqu'ici pour essayer de rouler sur ma marionnette ?
<0032> \{晴子}「なんや、それ」;;;<0032> Qu'est-ce que tu racontes ?
<0033> \{\m{A}}「いや、べつに」;;;<0033> Nan, rien.
<0034> \{晴子}「ていうか、こいつ、ごっつファンシーな格好しとるっ」;;;<0034> D'ailleurs, c'est qu'il est original, ton look !
<0035> \{晴子}「こわっ」;;;<0035> Beurk !
<0036> \{\m{A}}「ほっとけ」;;;<0036> Barre-toi !
<0037> \{晴子}「んなファンシーファッションであんた、なにしとんねん」;;;<0037> Et qu'est-ce que t'essaies de faire au juste, avec un style aussi fantasque ?
<0038> \{晴子}「で、あんた、こないなとこでなにしとんねん」;;;<0038> Et qu'est-ce que tu fiches ici, d'abord ?
<0039> \{\m{A}}「それはこっちのセリフだ」;;;<0039> C'est à moi de poser cette question.
<0040> \{\m{A}}「今日はまた一段とバイクの似合わない場所を走ってたもんだな」;;;<0040> Je vois qu'aujourd'hui aussi, tu continues de conduire ta bécane dans des endroits pas faits pour ça.
<0041> 晴子が降りてきた山を見上げる。;;;<0041> Je levai les yeux vers la colline que Haruko venait de dévaler.
<0042> \{\m{A}}「この先は…神社だったか」;;;<0042> Un peu plus loin... on arrive au sanctuaire, non ?
<0043> \{晴子}「せやな」;;;<0043> C'est ça.
