<0000> ７月２４日(月);;;<0000> 24/07 (lun.)
<0001> \{観鈴}「もしかしたら、わたし、昔は空を飛べたのかなぁ」;;;<0001> Si ça se trouve, j'ai déjà volé dans le ciel.
<0002> \{観鈴}「ずっと、この空にいるの」;;;<0002> Et j'ai toujours été dans ces cieux-là.
<0003> いつもの通学路で、観鈴はそう言った。;;;<0003> lança Misuzu, alors que nous étions sur le chemin de l'école habituel.
<0004> \{\m{A}}「おまえはいつも脳天気だな」;;;<0004> Effectivement, t'as toujours la tête dans les nuages.
<0005> \{\m{A}}「もしかしたら、夕べも夢を見たのか？」;;;<0005> Est-ce que tu as fait un rêve cette nuit aussi ?
<0006> \{観鈴}「見たよ」;;;<0006> Oui.
<0007> \{観鈴}「すごく気持ちよく飛んでた」;;;<0007> Je volais, et c'était super agréable.
<0008> \{観鈴}「よいしょーっと」;;;<0008> Hop-là.
<0009> 観鈴は堤防の上にのぼり、両手を広げてとてとてと歩き出す。;;;<0009> Misuzu grimpa sur la digue, écarta les bras, et se mis à marcher d'un pas incertain.
<0010> それで空を飛んでいる気にでもなっているつもりだろうか。;;;<0010> Sans doute prétendait-elle voler dans les airs.
<0011> 本当に幸せな奴だった。;;;<0011> Quelle optimiste.
<0012> \{\m{A}}「おい、危ないぞ」;;;<0012> Hé, c'est dangereux !
<0013> つるっ。;;;<0013> \bGlisse\u.
<0014> \{観鈴}「わっ」;;;<0014> Wah !
<0015> ずでん！\shake{1};;;<0015> \bBang\u ! \shake{1}
<0016> \{観鈴}「イタイ…」;;;<0016> Ouille...
<0017> \{\m{A}}「だから言っただろ」;;;<0017> Qu'est-ce que je t'ai dit ?
<0018> \{観鈴}「が、がお…」;;;<0018> G-Gao...
<0019> ぽかっ。;;;<0019> \bPaf\u !
<0020> \{観鈴}「イタイっ…どうして更にイタイ目にあうのかなぁ…」;;;<0020> Ouille ! ... Pourquoi tu me fais avoir encore plus mal...?
<0021> \{\m{A}}「ほら、立て」;;;<0021> Allez, lève-toi.
<0022> 手を差し出してやる。;;;<0022> Je lui tendis une main.
<0023> \{観鈴}「うんしょ…ありがと」;;;<0023> Oh hisse... Merci.
<0024> \{\m{A}}「夢はいつもと変わりなかったか」;;;<0024> C'était encore le même rêve ?
<0025> \{観鈴}「ううん、少し違ってた」;;;<0025> Non, il était un peu différent.
<0026> \{\m{A}}「どんなふうに」;;;<0026> Comment ça ?
<0027> \{観鈴}「同じだったけど、わたしがちがう気持ちでいた」;;;<0027> C'était le même, mais je l'ai ressenti différemment.
<0028> 観鈴がもう一度、堤防にのぼる。;;;<0028> Misuzu grimpa de nouveau sur la digue.
<0029> そして海に向かって、腰を下ろす。;;;<0029> Puis elle se tourna vers mer, et s'assit.
<0030> その先には広い空。;;;<0030> Le ciel immense lui faisait face.
<0031> そうすることによって、夢の世界を思い出しているのだろうか。;;;<0031> Peut-être qu'en faisant ça, elle se souviendrait du monde onirique qu'elle avait visité.
<0032> 俺も隣に座る。;;;<0032> Je m'assis à côté d'elle.
