<0000> ８月  ４日(金);;;<0000> 04/08 (ven.)
<0001> \{\m{A}}「ん…」;;;<0001> Hmn...
<0002> 翌朝、夏の陽射しに目を覚ました。;;;<0002> Le matin suivant, je fus réveillé par la lumière du soleil.
<0003> 目を開けると同時に、瞳を射す直線的な光が目に痛かった。;;;<0003> L'assaut des rayons pénétrant mes yeux dès l'instant où je les ouvris fut douloureux.
<0004> 目を細めると、どこまでも広がる夏の空が、とても狭いもののように思えた。;;;<0004> Je plissai alors les yeux, et l'immensité du ciel d'été me parut rétrécie.
<0005> \{声}「…おはようございます」;;;<0005> ... Bonjour.
<0006> 優しい日だまりのような声。;;;<0006> Une voix tendre comme un rai de lumière.
<0007> 遠野が、寝ころぶ俺の顔を覗き込んでいた。;;;<0007> Tohno me dévisageait, penchée au-dessus de moi.
<0008> \{\m{A}}「………」;;;<0008> .........
<0009> \{\m{A}}「…なんで？」;;;<0009> ... Pourquoi ?
<0010> \{美凪}「…はい？」;;;<0010> ... Oui ?
<0011> \{\m{A}}「………」;;;<0011> .........
<0012> \{\m{A}}「…ああ…そうだったな…」;;;<0012> ... Aah... C'est vrai, ça.
<0013> 一瞬、遠野がなぜここにいるのか、理解できなかった。;;;<0013> L'espace d'un instant, je ne comprenais pas ce que Tohno faisait là.
<0014> だが、すぐさま思い出した。昨日のことを。;;;<0014> Cependant, les événements de la veille me revinrent immédiatement en mémoire.
<0015> それは、初めて迎える、二人の朝だった。;;;<0015> C'était notre premier matin ensemble.
<0016> \{美凪}「…あの…朝ご飯できてます」;;;<0016> ... Excusez-moi... Le petit-déjeuner est prêt.
<0017> 寝ぼけ眼を擦っていると、久しく忘れかけていた、懐かしい香りが鼻先をかすめた。;;;<0017> En frottant mes yeux endormis, un parfum tout droit sorti du passé me chatouilla le nez :
<0018> みそ汁の匂いだった。;;;<0018> C'était de la soupe miso.
<0019> \{美凪}「…飯盒炊飯はあまり経験がないので…苦労しました」;;;<0019> ... Je ne cuis pas souvent du riz avec une gamelle... J'ai eu un peu de mal.
<0020> 紙コップにみそ汁を注ぎ、俺に手渡す。;;;<0020> Elle versa de la soupe miso dans un gobelet en carton qu'elle me tendit.
<0021> みそ汁の具は麩と炒った青ネギ。;;;<0021> La soupe miso était composée de fu et d'oignons verts sautés.*
<0022> なるべく腐りにくい材料を選んで持ってきた、と遠野は言った。;;;<0022> Tohno me dit qu'elle avait choisi des ingrédients qui ne périment pas trop vite.
<0023> どうやら、あのスポーツバッグの中には、そんなものが詰め込まれていたらしい。;;;<0023> Apparemment, c'était de ce genre de choses que son sac de sport était plein à craquer.
<0024> そして、紙皿の上には、俺が炊いたものよりはるかに出来が良い白米。;;;<0024> J'ajoute que le riz servi dans une assiette en carton était bien meilleure que quand je le cuisinais moi-même.
