<0000> ７月３０日(日);;;<0000> 30/07 (dim.)
<0001> 目が覚めた。;;;<0001> Je me réveillai.
<0002> 地面がやけに柔らかい。;;;<0002> Le sol me sembla bien trop mou.
<0003> ソファーの上だと気づいた。;;;<0003> Je réalisai alors que je me trouvais sur un sofa.
<0004> ブラインドの隙間から差し込む、真っ白な斜光。;;;<0004> Des rayons de lumière blanche pénétraient entre les lames des stores.
<0005> コチコチという壁時計の音。;;;<0005> L'horloge faisait'tic-tac' au mur.
<0006> 低く唸るクーラーの音。;;;<0006> Le climatiseur ronronnait.
<0007> 霧島診療所の待合室だった。;;;<0007> Je me trouvais dans la salle d'attente de la Clinique Kirishima.
<0008> \{\m{A}}「………」;;;<0008> .........
<0009> 寝場所を借りたことはあっても、住み込みというのは経験したことがない。;;;<0009> J'avais dormi chez l'habitant par le passé, mais je n'avais encore jamais logé sur mon lieu de travail.
<0010> こういう目覚めは、初めてだった。;;;<0010> C'était mon premier réveil dans un tel contexte.
<0011> 俺はいつまで、ここにいることになるのだろう？;;;<0011> Jusqu'à quand y resterais-je ?
<0012> 頭をもたげたかすかな不安は、眠気と共に退いていった。;;;<0012> Le léger malaise que j'avais ressenti se dissipa en même temps que ma somnolence.
<0013> \{\m{A}}「さあ、やるか…」;;;<0013> Allez, c'est parti...
<0014> 俺は起きあがり、一日をはじめた。;;;<0014> Je me levai et démarrai ma journée.
<0015> 外に出た。;;;<0015> Je sortis.
<0016> 光が眩しかった。;;;<0016> La lumière était éblouissante.
<0017> 手に持っているのはバケツと柄杓（ひしゃく）、それにゴミ袋だ。;;;<0017> Dans mes mains se trouvaient un sceau, une louche et un sac-poubelle.
<0018> 目覚める前の商店街を見回す。;;;<0018> J'inspectai du regard la rue commerçante encore assoupie.
<0019> とたんに、気が重くなった。;;;<0019> Cela suffit à assomer ma motivation.
<0020> 花火の燃えかすが、路上に転々としていた。;;;<0020> Des cendres de feux d'artifice se baladaient sur la route.
<0021> ロケット花火３０ダース、トンボ花火２０ダースの都合６００弾。;;;<0021> Trente douzaines de feux à fusée et vingt douzaines feux libellule, soit soixante au total.
<0022> 診療所前からジャカスカ打ち上げれば、当然こうなる。;;;<0022> Après avoir allumé autant de feux d'artifice devant la clinique, on pouvait s'y attendre.
<0023> 溜息をつき、作業を始める。;;;<0023> Je poussai un soupir et me mis à l'œuvre.
<0024> 燃えかすをひとつひとつ拾い、ゴミ袋に放り込む。;;;<0024> Je ramassais les cendres une par une puis les lâchais dans mon sac-poubelle.
<0025> どこかの店のシャッターが開き、中年の店主が出てきた。;;;<0025> Les volets d'une boutique quelconque s'ouvrirent, et  son propriétaire d'âge moyen en sortit.
<0026> 朝日を浴びながら、新聞を読みはじめる。;;;<0026> Il lisait son journal en profitant du lever de soleil.
<0027> 俺に気づくと、会釈してくれた。;;;<0027> Quand il me remarqua, il me fit un signe de tête pour me saluer.
<0028> \{\m{A}}「昨夜は悪かったな」;;;<0028> Désolé pour hier soir.
<0029> 俺のせいではないが、一応謝っておく。;;;<0029> Ce n'était pas ma faute, mais je fis l'effort de m'excuser.
<0030> \{店主}「いやいや。毎度のことだからねえ…」;;;<0030> Mais non, mais non. Ça arrive tout le temps, vous savez...
<0031> 苦笑いが返ってきた。;;;<0031> Il esquissa un sourire amer.
<0032> …毎度のことなのか、あれが？;;;<0032> ... C'est \bça\u qui arrive 'tout le temps' .
<0033> ちょっぴり恐怖する。;;;<0033> Je me sentis un tout petit peu terrifié.
<0034> 全部拾い終わってから、診療所前に戻る。;;;<0034> Après les avoir tous ramassés, je retournai à la clinique.
<0035> バケツに水を汲み、柄杓で盛大に撒いた。;;;<0035> Je remplis mon seau d'eau, puis en aspergeai le sol à grands coups de louche.
<0036> …ざんっ。;;;<0036> ...\bSplash\u !
<0037> 商店街の谷間に、ささやかな水音が響く。;;;<0037> Le doux murmure de l'eau résonnait dans la vallée de la rue commerçante.
<0038> アスファルトが黒く濡れる。;;;<0038> L'eau assombrissait l'asphalte.
<0039> 水気を帯びて、空気が柔らかくなるのがわかる。;;;<0039> Je sentais l'air chargé d'humidité s'adoucir.
<0040> 今日も暑くなりそうだった。;;;<0040> Aujurd'hui aillait encore être bien chaud.
<0041> \{\m{A}}「…さてと」;;;<0041> ... Et maintenant...
<0042> 打ち水を終えて、俺は待合室に戻った。;;;<0042> Après avoir terminé de mouiller le sol, j'étais revenu dans la salle d'attente.
<0043> だが、休んでいる暇はない。;;;<0043> Mais je ne pouvais pas me permettre de prendre une pause :
