<0000> ７月２６日(水);;;<0000> 26/07 (mer.)
<0001> 駅での生活二日目の朝を迎えた。;;;<0001> Le soleil se leva pour mon deuxième jour de vie à la gare.
<0002> 目覚めと同時に耳の奥に響く蝉の鳴き声。;;;<0002> Je fus accueilli au réveil par les échos des chants des cigales.
<0003> これはこれでなかなか辛い物がある。;;;<0003> Je dois dire que ce ne fut pas particulièrement agréable.
<0004> 憎々しいまでに青い空を見上げながら伸びをした。;;;<0004> Je m'étirai en levant les yeux vers ce ciel d'un bleu détestable.
<0005> 歯を磨き、顔を洗って出かける準備を整える。;;;<0005> Je me brossai les dents, rinçai mon visage, et remis mes affaires en ordre avant de partir.
<0006> \{\m{A}}「さてと…」;;;<0006> Et maintenant...
<0007> 観鈴を迎えに行く;;;<0007> Aller à la rencontre de Misuzu
<0008> 金を稼ぎに商店街へ;;;<0008> Aller gagner de l'argent dans la rue commerçante
<0009> まず向かうのは神尾家。;;;<0009> Commençons par aller chez les Kamio.
<0010> 飯を食わせてもらった分だけの恩は返しておかなければならない。;;;<0010> Il fallait bien que je leur rende leur hospitalité.
<0011> \{\m{A}}「…遅いな」;;;<0011> ... Elle est en retard.
<0012> 昨日とそう変わらない時間に来ているはずなのに、観鈴はまだ姿を現さない。;;;<0012> J'avais beau être arrivé à la même heure que la veille, Misuzu n'avait toujours pas pointé le bout de son nez.
<0013> ひょっとしてまだ寝ているのか？;;;<0013> À tout hasard, serait-elle encore en train de dormir ?
<0014> 腕を組みながら壁にもたれる。;;;<0014> Je m'adossai au mur en croisant les bras.
<0015> 時折、中を覗き込むように首を伸ばす。;;;<0015> Je tendais le cou de temps en temps pour jeter un coup d'œil.
<0016> \{\m{A}}「………」;;;<0016> .........
<0017> 玄関に人が現れそうな気配は微塵もない。;;;<0017> Rien ne suggérait que quelqu'un pourrait surgir de l'entrée.
<0018> 仕方ないので、直接玄関まで向かう。;;;<0018> Je n'avais pas d'autre choix que d'aller voir par moi-même.
<0019> 戸を開けようと、手を伸ばした。;;;<0019> Je tendis une main pour ouvrir la porte.
<0020> ガラ…。;;;<0020> \bClic\u...
<0021> \{観鈴}「わ、\m{A}さん」;;;<0021> Wah, \m{A}-san.
<0022> 俺が戸を開けるより一寸早く、観鈴が現れた。;;;<0022> Misuzu se dévoila juste avant que je n'ouvrisse la porte.
<0023> \{観鈴}「ひょっとして迎えに来てくれたのかな」;;;<0023> Est-ce que tu es venu m'accompagner ?
<0024> \{\m{A}}「そういう約束だろ。時間大丈夫なのか」;;;<0024> C'est ce que je t'ai promis. T'es dans les temps ?
<0025> \{観鈴}「うん、二時間目は間に合うよ」;;;<0025> Oui, à temps pour la deuxième période.
<0026> つまりは遅刻らしい。;;;<0026> En d'autres termes, elle allait être en retard.
<0027> \{\m{A}}「とりあえず向かうか」;;;<0027> Quoi qu'il en soit, allons-y.
<0028> \{観鈴}「うん」;;;<0028> Ok.
<0029> ３６０度、全ての角度から響き渡る蝉の鳴き声。;;;<0029> Les chants des cigales pouvaient être entendus à trois cent soixante degrés.
<0030> 加えて陽炎の立つこの陽射し。;;;<0030> De plus, le soleil faisait miroiter l'air.
<0031> 一体今日は何度まで気温が上がるんだろう。;;;<0031> C'était à se demander jusqu'où la température allait grimper.
<0032> 夏の厳しさにげんなりしていると、観鈴が話しかけてきた。;;;<0032> Pendant quand je me morfondais en pensant à la sévérité des chaleurs estivales, Misuzu prit la parole :
<0033> \{観鈴}「でも、驚いた」;;;<0033> Ça m'a surpris, tu sais.
<0034> \{\m{A}}「あん？  なにがだ？」;;;<0034> Ah bon ? Quoi ?
<0035> \{観鈴}「\m{A}さん。まさか今日も迎えに来てくれるなんて思わなかった」;;;<0035> Toi. Je n'aurais jamais pensé que tu viendrais m'accompagner aujourd'hui.
<0036> \{\m{A}}「恩は返すと言っただろ」;;;<0036> Je t'ai dit que je te rendrais la pareille.
<0037> \{観鈴}「うん、恩返し恩返し」;;;<0037> Oui. Rendre la pareille, rendre la pareille.
<0038> 観鈴は楽しそうに、恩返しを繰り返した。;;;<0038> Elle répéta ces mots avec entrain.
<0039> \{観鈴}「でもね…」;;;<0039> Mais, tu sais...
<0040> \{\m{A}}「ん？」;;;<0040> Hmn ?
<0041> \{観鈴}「お見送りはもういいよ」;;;<0041> Tu n'es plus obligé de m'accompagner.
<0042> \{\m{A}}「もういい？」;;;<0042> 'Plus obligé' ?
<0043> \{観鈴}「うん。\m{A}さんしなきゃいけないことあるし、迷惑かけたくないから」;;;<0043> Oui. Tu as des choses à faire, et je ne voudrais pas te gêner.
<0044> \{観鈴}「だから、お見送りはいいよ」;;;<0044> Alors tu n'es plus obligé de m'accompagner.
<0045> 観鈴はニコリと笑って俺に言った。;;;<0045> me dit-elle en souriant.
<0046> \{観鈴}「到着」;;;<0046> Arrivés.
<0047> \{観鈴}「\m{A}さん、送ってくれてありがとうね」;;;<0047> \m{A}-san, merci d'avoir fait la route avec moi.
<0048> \{\m{A}}「１時間目は遅刻だけどな」;;;<0048> T'es quand même en retard pour la première période.
<0049> \{観鈴}「うん、明日は寝坊しないようにがんばる」;;;<0049> Oui, j'essaierai de ne pas me lever trop tard, demain.
<0050> \{\m{A}}「ああ」;;;<0050> Ouais.
<0051> \{観鈴}「ひとりでもちゃんと起きられるから、だいじょうぶ」;;;<0051> Je suis capable de me lever tout seul, alors ça ira.
<0052> \{\m{A}}「ああ」;;;<0052> Ouais.
<0053> \{観鈴}「だから安心していいよ」;;;<0053> Donc ne t'inquiète pas.
