<0000> \　  夢  現;;;<0000> \ Rêve ou réalité
<0001> 遠野は、その名前をかみしめるように呟く。;;;<0001> Tohno murmura son propre nom, syllabe après syllabe.
<0002> \{美凪}「………」;;;<0002> .........
<0003> そして、これからどうするのかを、うつむき、考えた。;;;<0003> Elle baissa ensuite la tête pour réfléchir à ce qu'elle allait faire.
<0004> それは、とても永い時間だった。;;;<0004> Pendant ce qui me sembla être une éternité.
<0005> この家に生まれ育ってきた過去をゆっくりとさかのぼるためには、どれほどの時間が必要なのだろうか。;;;<0005> Combien de temps lui faudrait-elle pour remonter le cours du temps jusqu'à retrouver les souvenirs de cette maison dans laquelle elle avait grandi ?
<0006> 幼い日々。幸せだった日々。;;;<0006> Ses jours d'enfance. Des jours heureux.
<0007> そして、幸せではなかったかもしれない、もうひとつの日々…。;;;<0007> Mais aussi des jours peut-être moins heureux...
<0008> でも、たとえ悲しみしか残っていなかったとしても、彼女にとっての家はここにあるのだから…。;;;<0008> Même s'il n'y restait que du chagrin, c'était là que se trouvait son foyer...
<0009> \{美凪}「…\m{B}さん…私…」;;;<0009> ... \m{B}-san... Je...
<0010> 遠野が、もの言う瞳を俺に向ける。;;;<0010> Elle se tourna vers moi pour m'adresser un regard qui en disait long.
<0011> \{\m{A}}「………」;;;<0011> .........
<0012> 俺は、黙って頷く。;;;<0012> Sans mot dire, je hochai la tête.
<0013> \{\m{A}}「行ってこい。忘れ物を見つけにな」;;;<0013> Vas-y. Va retrouver ce que tu as oublié.
<0014> …とんっ。;;;<0014> ... \bPom\u !
<0015> 遠野の背中を、手のひらで押す。;;;<0015> Je lui donnai une petite tape dans le dos.
<0016> それが、俺とみちるとの間で無言の内にかわした約束だった。;;;<0016> C'était là la promesse que j'avais faite en silence à Michiru.
<0017> 幼い少女が、俺に託した願い。;;;<0017> Le devoir que m'avait confié la petite fille.
<0018> たったそれだけのことしか俺にはできないけれど、それをしてやれるのは俺しかいないと思った。;;;<0018> C'était là tout ce que je pouvais faire pour elle, certes, mais aussi quelque chose que seul moi pouvais faire.
<0019> ほんの、軽く押しただけ。;;;<0019> Ce n'était qu'une légère poussée.
<0020> けれども少女の体は大きく前につんのめり、その長い髪をなびかせた。;;;<0020> Mais celle-ci la fit basculer d'un grand pas vers l'avant, ses longs ondulant au vent.
<0021> ふわりと舞うスカート。;;;<0021> Sa jupe virevolta.
<0022> …静かに背を向ける。;;;<0022> ... Je me retournai sans dire un mot.
<0023> ゆるやかな風が、背中を撫でた。;;;<0023> Une légère brise me caressa le dos.
<0024> ぱたぱたという音は、服が踊る音だろうか。;;;<0024> Ces petits bruits venaient-ils de la danse de ses vêtements ?
<0025> 『飛べない翼に、意味はあるんでしょうか』;;;<0025> Des ailes qui ne permettent pas de voler ont-elles un sens ?
<0026> 遠野はそう言った。;;;<0026> Tohno avait dit ça.
<0027> 飛べない翼。確かに、何の役目も果たせないのかも知れない。;;;<0027> Des ailes qui ne permettent pas de voler. Autant dire qu'elles ne remplissaient pas leur fonction première. 
