<0000> ［  空  夢  ］／柳也;;;<0000> Rêve céleste ／ Ryuuya
<0001> そして…。;;;<0001> Ainsi...
<0002> 俺たちは高野を離れた。;;;<0002> Nous quittâmes le mont Kouya.
<0003> 俺の受けた刀傷は一向に治らず、裏葉の肩を借りての逃避行だった。;;;<0003> L'entaille dans mon dos refusant de guérir, je dus m'enfuir en m'appuyant sur l'épaule d'Uraha.
<0004> あの夜の出来事を、人々は声をひそめて語りあっていた。;;;<0004> Les badauds échangeaient à voix basse à propos des événements de cette nuit-là :
<0005> 『翼のある悪鬼が高野に降りたち、雷（いかづち）で伽藍を焼きはらった』;;;<0005> Un démon muni d'ailes est descendu sur Kouya et a rasé le temple en le foudroyant.
<0006> 『朝廷の軍勢が悪鬼を退治しようとしたが、まったく歯が立たなかった』;;;<0006> L'armée impériale a bien tenté de l'occire, mais elle ne faisait pas le poids.
<0007> 『名のある陰陽師が方術を用い、悪鬼を空に追い返した』;;;<0007> Un célèbre onmyouji* s'est servi de Houjutsu pour le renvoyer dans le ciel.
<0008> 『翼のある悪鬼』がどこに消えてしまったのか、知る者はいなかった。;;;<0008> Nul ne savait où était passé ce 'démon muni d'ailes'.
<0009> 半年が過ぎた。;;;<0009> Six mois s'étaient écoulés.
<0010> 俺たちは都にいた。;;;<0010> Nous nous trouvions à la capitale.
<0011> 行商人の夫婦と身分をいつわり、あの夜になにが起こっていたのかを探った。;;;<0011> En prétendant que nous étions un couple de camelots, nous recherchions des informations quant aux événements de cette nuit-là.
<0012> 噂を集めるのはもっぱら裏葉の役目だった。;;;<0012> Rassembler les potions était la responsabilité d'Uraha.
<0013> そして俺たちは、はじめて裏の事情を聞いた。;;;<0013> Ce faisant, nous finîmes par percer les dessous de l'affaire :
<0014> 発端は、朝廷の勢力争いだったらしい。;;;<0014> Tout avait commencé par une lutte de pouvoir au sein de la Cour impériale.
<0015> 宮廷陰陽師の一派と藤家が手をむすび、権力を意のままにしようと謀った。;;;<0015> Une faction d'onmyoujis de la Cour avait manigancé avec les Fujis* dans le but d'obtenir le contrôle total du pouvoir.
<0016> そのためには、花山法皇の信奉する翼人の存在が邪魔だった。;;;<0016> L'existence des Êtres Ailés vénérés par l'empereur-moine* Kazan faisait obstacle à leurs desseins.
<0017> だが、汚れ役に雇った東国の傭兵団が、翼人の力ほしさに裏切った…;;;<0017> Seulement, les mercenaires de l'Est qu'ils avaient engagés pour faire le sale boulot convoitaient les pouvoirs des Êtres Ailés et les avaient doublés.
<0018> 俺にはもう、どうでもいいことだった。;;;<0018> Cela m'était désormais complètement égal.
<0019> 神奈の行方は知れず、徒労だけがつのっていった。;;;<0019> Puisque nous n'avions pas retrouvé la trace de Kanna, recueillir toutes ces informations avait été en vain.
<0020> ときおり裏葉が聞くという神奈の『声』;;;<0020> Par moment, Uraha pouvait entendre sa 'voix'.
<0021> それだけが、俺の生きる糧だった。;;;<0021> Cela était ma seule raison de vivre.
<0022> そして、一年が過ぎた。;;;<0022> Un an s'écoula ainsi.
<0023> 都に流れたささいな噂が、俺たちをふたたび旅に駆り立てた。;;;<0023> Une rumeur insignifiante qui s'était répandue dans la capitale nous avait conduits à reprendre la route :
<0024> 西国のどこかに、高野山や朝廷陰陽寮に匹敵する方術師の一団がある。;;;<0024> Quelque part dans l'ouest du pays, il existait un groupe de pratiquants du Houjutsu qui rivalisaient avec ceux du mont Kouya comme les onmyoujis de la Cour impériale.
<0025> 方術で翼人を封じることができるのなら、解くこともまた可能ではないか？;;;<0025> Si le Houjutsu permet de sceller un Être Ailé, ne permettrait-il pas aussi de les délivrer ?
<0026> 俺たちは都を離れ、西に向かった。;;;<0026> Nous avions quitté la capitale en direction de l'ouest.
<0027> 俺は身体の自由がきかず、杖をつくようになっていた。;;;<0027> Mon corps refusait de m'obéir au point qu'une canne m'était nécessaire pour marcher.
<0028> 不自由な身体での道行きは、裏葉にばかり負担をかけた。;;;<0028> Mon corps handicapé n'était plus qu'un fardeau pour Uraha.
