<0000> ７月２０日(木);;;<0000> 20/07 (jeu.)
<0001> 目覚めはアンニュイ…。;;;<0001> J'ouvris les yeux, et me sentis léthargique.
<0002> \{\m{A}}（ひどく不健康な夢を見ていた気がするが…）;;;<0002> Pourquoi ai-je l'impression d'avoir fait un rêve terriblement crade...?
<0003> 何か、もやもやする。;;;<0003> Quelque chose me troublait.
<0004> \{\m{A}}（なんだっけか…）;;;<0004> Qu'est-ce que ça pouvait bien être...?
<0005> 思い出せない。;;;<0005> Je n'arrivais pas à m'en souvenir.
<0006> とりあえず納屋を出る。;;;<0006> Quoi qu'il en fût, il fallait commencer par sortir de la remise.
<0007> \{\m{A}}「ふんっ」;;;<0007> Hmph !
<0008> 体を伸ばす。気持ちが良かった。;;;<0008> Je m'étirai. Ça me fit du bien.
<0009> そのまま、寝起きの不快感を吹き飛ばすために、朝の体操を始める。;;;<0009> Parti sur ma lancée, je commençai à faire des exercices matinaux pour finir de me réveiller.
<0010> \{\m{A}}「ふんっ、ふんっ」;;;<0010> Hmph ! Hmph !
<0011> 朝日を受けながら、体を動かし続けた。;;;<0011> Baignant dans la lumière du soleil levant, je fis bouger mon corps.
<0012> 目覚めは健やか。;;;<0012> J'ouvris les yeux, et me sentis en pleine forme.
<0013> 案外、納屋のような窮屈なところのほうが寝慣れているのかもしれない。;;;<0013> Je commençai à croire que j'avais fini par m'habituer à dormir dans des endroits étriqués comme une remise.
<0014> \{\m{A}}「ふんっ」;;;<0014> Hmph !
<0015> 俺は道ばたで、朝の体操を始める。;;;<0015> Je me mis à faire des exercices matinaux au bord de la route.
<0016> 野宿が続いていた頃は、こういう習慣があったのを思い出す。;;;<0016> C'était une habitude de l'époque où je dormais à la belle étoile.
<0017> そして、目の前に置いてあった牛乳を手にとる。;;;<0017> Cela fait, je ramassai la bouteille de lait devant moi.
<0018> \{\m{A}}「ハングリーだった頃を思い出すな…」;;;<0018> Ça me rappelle toutes les fois où j'ai crevé de faim...
<0019> きゅぽっと、キャップを指でねじ込んで、飲む。;;;<0019> Je fis sauter le bouchon avec d'un doigt, et bus.
<0020> ごきゅごきゅ…;;;<0020> \bGlou glou\u...
<0021> \{\m{A}}「今も十分ハングリーか…」;;;<0021> C'est pas comme si je mourais pas de faim, encore maintenant...
<0022> がちゃり。;;;<0022> \bClac\u.
<0023> 玄関のドアが開いた。;;;<0023> Une porte d'entrée s'ouvrit.
<0024> \{主婦}「あ…」;;;<0024> Ah...
<0025> その家主と目が合う。;;;<0025> Le regard de la propriétaire croisa le mien.
<0026> \{主婦}「牛乳泥棒ーっ！」;;;<0026> Mon lait ! Au voleur !!
<0027> 大声をあげられる。;;;<0027> hurla-t-elle.
